19,27,8,-0.06,0.01,1.02,-0.70,-3.22,-0.70,80.37
19,27,10,-0.06,0.01,1.02,-0.84,-3.29,-0.56,80.29
19,27,11,-0.06,0.01,1.02,-0.56,-3.29,-0.63,80.41
19,27,12,-0.06,0.01,1.02,-0.77,-3.15,-0.56,80.35
19,27,13,-0.06,0.01,1.02,-0.70,-3.22,-0.77,80.42
19,27,15,-0.06,0.01,1.02,-0.70,-3.22,-0.77,80.25
19,27,16,-0.06,0.01,1.02,-0.70,-3.22,-0.77,80.40
19,27,17,-0.06,0.02,1.02,-0.77,-3.22,-0.70,80.43
19,27,18,-0.06,0.01,1.02,-0.84,-3.22,-0.56,80.39
19,27,20,-0.06,0.02,1.02,-0.77,-3.29,-0.70,80.40
19,27,21,-0.06,0.02,1.02,-0.63,-3.15,-0.70,80.27
19,27,22,-0.06,0.01,1.01,-0.42,-3.22,-0.70,80.32
19,27,23,-0.06,0.01,1.02,-0.77,-3.29,-0.70,80.35
19,27,25,-0.06,0.01,1.02,-0.70,-3.22,-0.70,80.33
19,27,26,-0.06,0.03,1.02,-0.63,-3.29,-0.77,80.33
19,27,27,-0.06,0.01,1.02,-0.56,-3.36,-0.70,80.31
19,27,28,-0.06,0.01,1.02,-0.56,-3.29,-0.77,80.27
19,27,30,-0.06,0.02,1.01,-0.49,-3.22,-0.56,80.31
19,27,31,-0.06,0.01,1.02,-0.70,-3.29,-0.63,80.19
19,27,32,-0.06,0.01,1.02,-0.56,-3.36,-0.70,80.28
19,27,33,-0.06,0.01,1.02,-0.70,-3.15,-0.63,80.29
19,27,35,-0.06,0.01,1.02,-0.56,-3.29,-0.70,80.16
19,27,36,-0.06,0.01,1.02,-0.77,-3.15,-0.84,80.21
19,27,37,-0.07,0.02,1.02,-0.63,-3.50,-0.70,80.19
19,27,38,-0.06,0.01,1.01,-0.63,-3.01,-0.56,80.29
19,27,40,-0.06,0.01,1.01,-0.84,-3.29,-0.56,80.29
19,27,41,-0.06,0.01,1.02,-0.91,-3.29,-0.77,80.27
19,27,42,-0.06,0.01,1.02,-0.77,-3.15,-0.70,80.15
19,27,43,-0.06,0.01,1.02,-0.63,-3.15,-0.63,80.13
19,27,45,-0.06,0.01,1.02,-0.91,-3.36,-0.70,80.14
19,27,46,-0.05,0.01,1.02,-0.63,-3.22,-0.70,80.02
19,27,47,-0.06,0.01,1.01,-0.70,-3.36,-0.77,80.17
19,27,49,-0.06,0.01,1.02,-0.84,-3.22,-0.49,80.12
19,27,50,-0.06,0.01,1.02,-0.84,-3.29,-0.63,80.09
19,27,51,-0.06,0.01,1.02,-0.70,-3.22,-0.56,80.19
19,27,52,-0.06,0.01,1.03,-0.63,-3.36,-0.63,80.12
19,27,54,-0.06,0.01,1.02,-0.63,-3.22,-0.63,80.10
19,27,55,-0.06,0.02,1.02,-0.70,-3.22,-0.63,80.11
19,27,56,-0.06,0.01,1.02,-0.63,-3.29,-0.70,80.17
19,27,57,-0.06,0.02,1.02,-0.63,-3.22,-0.70,80.16
19,27,59,-0.06,0.01,1.02,-0.63,-3.15,-0.63,80.15
19,28,0,-0.06,0.01,1.02,-0.56,-3.22,-0.77,80.00
19,28,1,-0.06,0.02,1.02,-0.70,-3.29,-0.56,80.14
19,28,2,-0.06,0.01,1.02,-0.84,-3.29,-0.63,80.10
19,28,4,-0.06,0.01,1.02,-0.63,-3.29,-0.56,80.14
19,28,5,-0.07,0.05,0.92,-0.98,-3.50,-1.05,80.02
19,28,6,-0.06,0.02,1.02,-0.70,-3.22,-0.70,80.04
19,28,7,-0.06,0.01,1.02,-0.77,-3.29,-0.63,80.09
19,28,9,-0.06,0.01,1.02,-0.63,-3.36,-0.56,80.11
19,28,10,-0.06,0.02,1.02,-0.49,-3.22,-0.70,80.09
19,28,11,-0.06,0.02,1.02,-0.77,-3.36,-0.70,80.11
19,28,12,-0.06,0.02,1.02,-0.70,-3.22,-0.77,80.07
19,28,14,-0.06,0.02,1.02,-0.70,-3.29,-0.70,80.00
19,28,15,-0.06,0.02,1.02,-0.77,-3.36,-0.63,80.00
19,28,16,-0.06,0.01,1.02,-0.84,-3.36,-0.63,79.95
19,28,17,-0.06,0.01,1.02,-0.63,-3.29,-0.70,79.99
19,28,19,-0.06,0.01,1.02,-0.56,-3.22,-0.70,80.04
19,28,20,-0.06,0.01,1.02,-0.91,-3.22,-0.77,79.96
19,28,21,-0.06,0.01,1.02,-0.63,-3.22,-0.70,79.92
19,28,22,-0.06,0.02,1.02,-0.91,-3.29,-0.63,79.90
19,28,24,-0.06,0.01,1.02,-0.84,-3.15,-0.63,80.02
19,28,25,-0.06,0.01,1.02,-0.63,-3.22,-0.63,79.94
19,28,26,-0.06,0.01,1.02,-0.70,-3.15,-0.77,79.95
19,28,27,-0.06,0.01,1.02,-0.70,-3.29,-0.63,79.99
19,28,29,-0.06,0.02,1.02,-0.70,-3.29,-0.63,79.88
19,28,30,-0.06,0.02,1.01,-1.26,-3.01,-0.63,79.83
19,28,31,-0.06,0.01,1.02,-0.56,-3.29,-0.63,79.83
19,28,32,-0.06,0.01,1.02,-0.70,-3.15,-0.63,79.85
19,28,34,-0.06,0.01,1.02,-0.63,-3.36,-0.77,79.86
19,28,35,-0.06,0.01,1.02,-0.91,-3.29,-0.70,79.79
19,28,36,-0.06,0.01,1.02,-0.56,-3.29,-0.70,79.90
19,28,37,-0.06,0.01,1.02,-0.77,-3.22,-0.77,79.83
19,28,39,-0.06,0.01,1.02,-0.56,-3.22,-0.84,79.74
19,28,40,-0.06,0.01,1.02,-0.77,-3.29,-0.56,79.82
19,28,41,-0.06,0.01,1.02,-0.63,-3.15,-0.84,79.81
19,28,42,-0.06,0.01,1.02,-0.63,-3.29,-0.56,79.76
19,28,44,-0.06,0.01,1.02,-0.70,-3.29,-0.63,79.74
19,28,45,-0.06,0.01,1.02,-0.63,-3.29,-0.63,79.75
19,28,46,-0.06,0.01,1.01,-0.63,-3.29,-0.77,79.67
19,28,48,-0.06,0.01,1.02,-0.77,-3.22,-0.63,79.62
19,28,49,-0.06,0.01,1.02,-0.70,-3.22,-0.63,79.70
19,28,50,-0.06,0.01,1.02,-0.84,-3.36,-0.70,79.69
19,28,51,-0.06,0.01,1.02,-0.63,-3.22,-0.70,79.74
19,28,53,-0.06,0.01,1.01,-0.56,-3.22,-0.63,79.74
19,28,54,-0.06,0.01,1.02,-0.70,-3.15,-0.70,79.66
19,28,55,-0.06,0.01,1.02,-0.56,-3.22,-0.63,79.72
19,28,56,-0.06,0.01,1.02,-0.63,-3.22,-0.70,79.70
19,28,58,-0.06,0.01,1.02,-0.70,-3.29,-0.84,79.53
19,28,59,-0.06,0.01,1.02,-0.63,-3.15,-0.63,79.62
19,29,0,-0.06,0.01,1.02,-0.63,-3.22,-0.70,79.57
19,29,1,-0.06,0.01,1.02,-0.63,-3.15,-0.63,79.62
19,29,3,-0.06,0.01,1.02,-0.63,-3.15,-0.70,79.56
19,29,4,-0.06,0.01,1.02,-0.63,-3.22,-0.70,79.52
19,30,7,-0.06,0.01,1.01,-0.63,-3.29,-0.70,79.39
19,30,8,-0.06,0.01,1.02,-0.49,-3.15,-0.70,79.39
19,30,9,-0.06,0.01,1.02,-0.70,-3.29,-0.70,79.31
19,30,10,-0.06,0.01,1.01,-0.77,-3.29,-0.70,79.33
19,30,12,-0.06,0.01,1.02,-0.63,-3.36,-0.70,79.33
19,30,13,-0.06,0.01,1.02,-0.63,-3.22,-0.70,79.38
19,30,14,-0.06,0.01,1.01,-0.63,-3.29,-0.70,79.36
19,30,15,-0.06,0.01,1.01,-0.70,-3.36,-0.63,79.31
19,30,17,-0.06,0.00,1.01,-1.12,-3.15,-0.63,79.32
19,30,18,-0.06,0.01,1.02,-0.77,-3.29,-0.63,79.44
19,30,19,-0.06,0.01,1.02,-0.56,-3.15,-0.70,79.25
19,30,20,-0.06,0.01,1.02,-0.70,-3.22,-0.70,79.25
19,30,22,-0.06,0.01,1.02,-0.70,-3.22,-0.63,79.25
19,30,23,-0.06,0.01,1.02,-0.56,-3.08,-0.56,79.29
19,30,24,-0.06,0.01,1.02,-0.63,-3.36,-0.77,79.19
19,30,25,-0.11,0.04,1.01,-1.54,-3.22,3.29,79.30
19,30,27,-0.06,0.01,1.02,-0.70,-3.22,-0.70,79.29
19,30,28,-0.06,0.01,1.02,-0.49,-3.22,-0.70,79.31
19,30,29,-0.06,0.01,1.02,-0.63,-3.22,-0.70,79.29
19,30,30,-0.07,0.00,1.01,-0.49,-3.29,-0.63,79.29
19,30,32,-0.06,0.01,1.02,-0.91,-3.29,-0.63,79.27
19,30,33,-0.06,0.01,1.02,-0.56,-3.15,-0.70,79.14
19,30,34,-0.06,0.01,1.02,-0.91,-3.22,-0.56,79.17
19,30,35,-0.06,0.01,1.02,-0.77,-3.22,-0.77,79.20
